Name,Year,Miles,Price,model_avg_price,model_listing_count,Age,AgeBand,MileageBand,price_zscore
Chevrolet Equinox,2019,60223,18399,19319.105263157893,171,4,2-4,60-80k,-0.4266655565801265
Kia Sorento,2018,83762,19990,21217.59405940594,101,5,4-6,80-100k,-0.22604599905651357
Kia Optima,2013,72864,16590,17867.048076923078,104,10,8-10,60-80k,-0.6547741546695142
Kia Sportage,2014,73512,15990,20804.091954022988,87,9,8-10,60-80k,-0.7304320644835731
Cadillac ATS,2014,54255,19590,22034.444444444445,18,9,8-10,40-60k,-0.2764846055992195
Mitsubishi Outlander Sport,2017,28316,19990,18771.48148148148,54,6,4-6,20-40k,-0.22604599905651357
Toyota Prius c,2015,99874,16590,17890.0,16,8,6-8,80-100k,-0.6547741546695142
Nissan Rogue,2020,56589,20399,20382.880165289258,242,3,2-4,40-60k,-0.17447252386659673
Nissan LEAF,2017,48961,17590,19142.63157894737,38,6,4-6,40-60k,-0.5286776383127493
Chevrolet Cruze,2017,60036,15990,15992.5,80,6,4-6,60-80k,-0.7304320644835731
Chevrolet Equinox,2015,85735,15990,19319.105263157893,171,8,6-8,80-100k,-0.7304320644835731
Audi A,2014,42308,20590,24272.608695652172,46,9,8-10,40-60k,-0.15038808924245464
Nissan Sentra,2019,49620,17590,17151.21551724138,116,4,2-4,40-60k,-0.5286776383127493
Lexus RX,2013,104848,20990,27399.52380952381,21,10,8-10,100-130k,-0.09994948269974868
Ford Escape,2018,47886,20144,19376.448,125,5,4-6,40-60k,-0.20662713553757178
Toyota Camry,2015,77757,17590,20721.41134751773,141,8,6-8,60-80k,-0.5286776383127493
Chevrolet Impala,2016,49678,19990,20195.8,40,7,6-8,40-60k,-0.22604599905651357
Chevrolet Volt,2017,99282,19990,18150.0,25,6,4-6,80-100k,-0.22604599905651357
Chevrolet Equinox,2021,42733,21674,19319.105263157893,171,2,0-2,40-60k,-0.013699465511721508
MAZDA MX- Miata,2016,31299,24590,22241.28205128205,39,7,6-8,20-40k,0.3539979761846049
Lincoln MKZ,2017,45835,24990,21467.777777777777,18,6,4-6,40-60k,0.4044365827273108
Nissan Kicks,2019,35443,19990,19809.626373626375,91,4,2-4,20-40k,-0.22604599905651357
Dodge Grand Caravan Passenger,2018,53959,20590,18365.342465753423,73,5,4-6,40-60k,-0.15038808924245464
Chevrolet Equinox,2019,47639,19699,19319.105263157893,171,4,2-4,40-60k,-0.26274008531633214
Nissan Sentra,2018,75103,15990,17151.21551724138,116,5,4-6,60-80k,-0.7304320644835731
Hyundai Tucson,2015,59325,16990,20007.2,70,8,6-8,40-60k,-0.6043355481268082
Toyota Camry,2017,20138,22990,20721.41134751773,141,6,4-6,20-40k,0.15224355001378106
Dodge Journey,2018,40201,19990,19075.328125,64,5,4-6,40-60k,-0.22604599905651357
Nissan Rogue Sport,2020,58650,21050,20399.048387096773,62,3,2-4,40-60k,-0.09238369171834279
Ford Mustang,2015,52101,22990,25856.117647058825,102,8,6-8,40-60k,0.15224355001378106
Nissan Rogue,2019,50422,20990,20382.880165289258,242,4,2-4,40-60k,-0.09994948269974868
Nissan JUKE,2015,82249,15590,16066.190476190477,21,8,6-8,80-100k,-0.780870671026279
Ford Focus,2018,62125,15990,14996.451612903225,93,5,4-6,60-80k,-0.7304320644835731
Chevrolet Equinox,2018,60049,18250,19319.105263157893,171,5,4-6,60-80k,-0.44545393751728446
Ford Fiesta,2016,80057,16990,14645.737704918032,61,7,6-8,80-100k,-0.6043355481268082
Volkswagen Touareg,2015,102274,18990,21456.666666666668,6,8,6-8,100-130k,-0.35214251541327846
Jeep Compass,2018,60916,22590,20590.543103448275,116,5,4-6,60-80k,0.10180494347107512
Chevrolet Equinox,2019,49686,21990,19319.105263157893,171,4,2-4,40-60k,0.026147033657016195
Jeep Cherokee,2019,91364,18590,21467.63829787234,141,4,2-4,80-100k,-0.4025811219559844
Toyota Corolla,2015,104984,15990,18560.486988847584,269,8,6-8,100-130k,-0.7304320644835731
Dodge Grand Caravan Passenger,2017,96120,16990,18365.342465753423,73,6,4-6,80-100k,-0.6043355481268082
FIAT L,2014,51315,14990,16690.0,12,9,8-10,40-60k,-0.856528580840338
Hyundai Venue,2020,29783,20990,21417.8,20,3,2-4,20-40k,-0.09994948269974868
Nissan Altima,2021,35565,20550,19293.97340425532,188,2,0-2,20-40k,-0.15543194989672524
Volkswagen Golf SportWagen,2015,72588,16990,20065.0,8,8,6-8,60-80k,-0.6043355481268082
Nissan Rogue,2020,55295,22599,20382.880165289258,242,3,2-4,40-60k,0.10293981211828601
Nissan Pathfinder,2014,99972,15990,22727.11111111111,36,9,8-10,80-100k,-0.7304320644835731
Nissan Murano,2018,61697,23747,23491.560606060608,66,5,4-6,60-80k,0.2476986128958521
Kia Optima,2016,59906,16990,17867.048076923078,104,7,6-8,40-60k,-0.6043355481268082
Chevrolet Trax,2019,60461,17250,18076.951219512193,82,4,2-4,60-80k,-0.5715504538740493
Ford EcoSport,2019,55342,17990,19908.256756756757,74,4,2-4,40-60k,-0.47823903177004334
Subaru Outback,2016,80745,20990,25362.21153846154,52,7,6-8,80-100k,-0.09994948269974868
Ford Fiesta,2018,71408,14590,14645.737704918032,61,5,4-6,60-80k,-0.9069671873830439
Nissan LEAF,2019,26376,24590,19142.63157894737,38,4,2-4,20-40k,0.3539979761846049
Nissan Versa,2020,22218,20990,15995.263157894737,95,3,2-4,20-40k,-0.09994948269974868
Ford EcoSport,2021,51314,19990,19908.256756756757,74,2,0-2,40-60k,-0.22604599905651357
Chevrolet Corvette,2012,12269,36590,48640.0,20,11,10-15,0-20k,1.8671561724657835
Chevrolet Silverado  Crew Cab,2017,70534,38590,38677.5,16,6,4-6,60-80k,2.1193492051793132
Chevrolet Colorado Crew Cab,2016,15861,30990,29220.76923076923,13,7,6-8,0-20k,1.1610156808679002
Tesla Model X,2019,34394,81590,79590.0,3,4,2-4,20-40k,7.541499408520203
Acura MDX,2016,60396,25990,23334.444444444445,18,7,6-8,60-80k,0.5305330990840758
MAZDA CX-,2019,62068,29990,23001.7,140,4,2-4,60-80k,1.0349191645111353
Toyota RAV,2019,65648,25990,23160.708333333332,72,4,2-4,60-80k,0.5305330990840758
Jeep Compass,2022,7480,34590,20590.543103448275,116,1,0-2,0-20k,1.6149631397522537
Jaguar F-TYPE,2020,25667,47590,47492.0,5,3,2-4,20-40k,3.2542178523901972
Chevrolet Camaro,2016,22432,37590,26673.675324675325,77,7,6-8,20-40k,1.9932526888225484
Nissan Titan Crew Cab,2017,60767,27590,33675.71428571428,7,6,4-6,60-80k,0.7322875252548995
Mercedes-Benz C-Class,2017,40882,25990,25064.074074074073,27,6,4-6,40-60k,0.5305330990840758
Dodge Charger,2018,63197,28990,27191.571428571428,35,5,4-6,60-80k,0.9088226481543704
INFINITI QX,2017,45475,25990,26679.234375,64,6,4-6,40-60k,0.5305330990840758
Volvo XC,2021,10787,40590,27782.0,25,2,0-2,0-20k,2.371542237892843
BMW  Series,2018,50134,28990,25277.301587301587,126,5,4-6,40-60k,0.9088226481543704
Subaru Outback,2020,36803,30990,25362.21153846154,52,3,2-4,20-40k,1.1610156808679002
Jeep Wrangler Unlimited,2017,33183,34590,35153.86666666667,15,6,4-6,20-40k,1.6149631397522537
Nissan Frontier Crew Cab,2019,22067,29590,26840.0,16,4,2-4,20-40k,0.9844805579684293
Kia Carnival,2022,14237,52590,44090.0,4,1,0-2,0-20k,3.8847004341740217
BMW X,2018,23876,52590,28257.918032786885,61,5,4-6,20-40k,3.8847004341740217
Ford Flex,2018,84712,24990,23264.36,25,5,4-6,80-100k,0.4044365827273108
Hyundai Elantra,2013,96431,13590,17041.33846153846,195,10,8-10,80-100k,-1.0330637037398087
Nissan Kicks,2020,51659,18711,19809.626373626375,91,3,2-4,40-60k,-0.38732344347681585
Cadillac XT,2017,71463,23990,29830.0,10,6,4-6,60-80k,0.278340066370546
Kia Soul,2018,99823,14590,17106.064516129034,124,5,4-6,80-100k,-0.9069671873830439
Lexus RX,2015,90532,22590,27399.52380952381,21,8,6-8,80-100k,0.10180494347107512
Nissan Z,2010,41622,24990,25971.81818181818,11,13,10-15,40-60k,0.4044365827273108
Jaguar XF,2017,44747,25990,25523.333333333332,6,6,4-6,40-60k,0.5305330990840758
Dodge Challenger,2014,10197,36990,31835.757575757576,33,9,8-10,0-20k,1.9175947790084895
Ford Escape,2018,49723,20364,19376.448,125,5,4-6,40-60k,-0.1788859019390835
Chevrolet Trailblazer,2022,15776,29590,24824.0,23,1,0-2,0-20k,0.9844805579684293
Ford Fusion,2020,51000,21099,18113.032,125,3,2-4,40-60k,-0.08620496241686132
BMW  Series,2017,65019,26990,25277.301587301587,126,6,4-6,60-80k,0.6566296154408406
Tesla Model,2021,10254,52990,48740.0,40,2,0-2,0-20k,3.9351390407167277
FIAT  Spider,2019,14573,31590,24176.666666666668,15,4,2-4,0-20k,1.236673590681959
Tesla Model,2021,3103,47990,48740.0,40,2,0-2,0-20k,3.3046564589329033
Lexus NX,2019,39829,31590,30959.23076923077,13,4,2-4,20-40k,1.236673590681959
Nissan Rogue,2021,63696,22203,20382.880165289258,242,2,0-2,60-80k,0.05300559164100711
Tesla Model,2020,33438,41590,48740.0,40,3,2-4,20-40k,2.497638754249608
Ford Mustang MACH-E,2022,2772,59990,62190.0,6,1,0-2,0-20k,4.817814655214082
Jaguar XF,2015,53711,26590,25523.333333333332,6,8,6-8,40-60k,0.6061910088981346
Nissan Murano,2020,57043,23050,23491.560606060608,66,3,2-4,40-60k,0.15980934099518695
Chevrolet Impala,2015,97336,16590,20195.8,40,8,6-8,80-100k,-0.6547741546695142
Subaru Crosstrek,2022,2130,33990,24538.548387096773,31,1,0-2,0-20k,1.5393052299381949
Nissan Rogue,2018,51779,19650,20382.880165289258,242,5,4-6,40-60k,-0.26891881461781364
Honda Pilot,2016,39028,27990,25763.433333333334,30,7,6-8,20-40k,0.7827261317976055
Chevrolet Equinox,2019,58001,18950,19319.105263157893,171,4,2-4,40-60k,-0.35718637606754905
Subaru Forester,2020,16874,29590,20446.25,32,3,2-4,0-20k,0.9844805579684293
Volvo S,2022,1758,53990,22542.380952380954,21,1,0-2,0-20k,4.061235557073492
BMW X,2018,53280,25990,28257.918032786885,61,5,4-6,40-60k,0.5305330990840758
Kia Sorento,2020,8233,33590,21217.59405940594,101,3,2-4,0-20k,1.4888666233954888
Mercedes-Benz E-Class,2019,13916,58590,24882.30769230769,26,4,2-4,0-20k,4.641279532314611
BMW M,2013,53272,44990,50612.22222222222,9,10,8-10,40-60k,2.9263669098626086
Hyundai Santa Fe,2020,55034,24450,23761.17391304348,46,3,2-4,40-60k,0.3363444638946578
Volvo XC,2019,21614,37990,27782.0,25,4,2-4,20-40k,2.0436912953652544
Chrysler,2021,27614,29590,20993.80612244898,98,2,0-2,20-40k,0.9844805579684293
Jeep Wrangler,2012,37269,25590,26477.5,32,11,10-15,20-40k,0.48009449254136977
Subaru Outback,2021,26219,29990,25362.21153846154,52,2,0-2,20-40k,1.0349191645111353
Toyota RAV,2017,32557,26590,23160.708333333332,72,6,4-6,20-40k,0.6061910088981346
Toyota Sequoia,2018,25461,46990,49656.666666666664,3,5,4-6,20-40k,3.1785599425761384
Mercedes-Benz GLE,2016,52147,30990,43510.0,5,7,6-8,40-60k,1.1610156808679002
Polestar,2022,8445,49990,50490.0,2,1,0-2,0-20k,3.556849491646433
Acura TLX,2016,26423,26990,22612.222222222223,9,7,6-8,20-40k,0.6566296154408406
Chevrolet Colorado Crew Cab,2018,31896,38590,29220.76923076923,13,5,4-6,20-40k,2.1193492051793132
Chevrolet Corvette,2014,20417,49590,48640.0,20,9,8-10,20-40k,3.506410885103727
Ford Expedition MAX,2018,90923,32590,44733.333333333336,6,5,4-6,80-100k,1.362770107038724
Dodge Durango,2015,69793,26590,29047.85714285714,14,8,6-8,60-80k,0.6061910088981346
Jeep Wrangler Unlimited,2021,43355,38990,35153.86666666667,15,2,0-2,40-60k,2.1697878117220193
Audi A,2018,28036,29590,24272.608695652172,46,5,4-6,20-40k,0.9844805579684293
Ford F SuperCrew Cab,2018,72561,32990,40704.71428571428,14,5,4-6,60-80k,1.41320871358143
Audi TT,2017,19485,37990,28790.0,2,6,4-6,0-20k,2.0436912953652544
BMW  Series,2018,17340,31990,25277.301587301587,126,5,4-6,0-20k,1.287112197224665
Porsche,2013,36216,67590,67590.0,1,10,8-10,20-40k,5.776148179525495
Chevrolet Corvette,2014,32000,45990,48640.0,20,9,8-10,20-40k,3.0524634262193735
Ford Ranger SuperCrew,2021,23366,34590,32950.0,5,2,0-2,20-40k,1.6149631397522537
Lexus RC,2017,23690,52990,41190.0,6,6,4-6,20-40k,3.9351390407167277
Lexus RX,2019,9529,43590,27399.52380952381,21,4,2-4,0-20k,2.7498317869631377
Chevrolet Silverado  Crew Cab,2020,28952,38990,38677.5,16,3,2-4,20-40k,2.1697878117220193
Chevrolet Equinox,2019,61023,18550,19319.105263157893,171,4,2-4,60-80k,-0.407624982610255
Mercedes-Benz GLA,2017,22488,27590,28110.0,10,6,4-6,20-40k,0.7322875252548995
Chevrolet Equinox,2021,39623,22249,19319.105263157893,171,2,0-2,20-40k,0.0588060313934183
Honda Ridgeline,2021,12657,41990,35875.71428571428,7,2,0-2,0-20k,2.548077360792314
Toyota Sienna,2017,73377,26990,31905.78947368421,38,6,4-6,60-80k,0.6566296154408406
Ford F Regular Cab,2021,25988,32590,27190.0,7,2,0-2,20-40k,1.362770107038724
Toyota RAV Hybrid,2022,5003,40590,42167.77777777778,9,1,0-2,0-20k,2.371542237892843
Kia Sorento,2021,14416,39590,21217.59405940594,101,2,0-2,0-20k,2.245445721536078
Nissan Murano,2020,53423,22370,23491.560606060608,66,3,2-4,40-60k,0.07406370987258684
BMW X,2013,50794,27990,28257.918032786885,61,10,8-10,40-60k,0.7827261317976055
Toyota Tundra CrewMax,2018,37964,39990,43901.11111111111,9,5,4-6,20-40k,2.295884328078784
Jeep Wrangler Unlimited,2017,19157,32990,35153.86666666667,15,6,4-6,0-20k,1.41320871358143
BMW X,2020,31616,35990,28257.918032786885,61,3,2-4,20-40k,1.7914982626517246
Nissan Rogue,2020,48318,24047,20382.880165289258,242,3,2-4,40-60k,0.2855275678028816
Jaguar XF,2018,19511,31990,25523.333333333332,6,5,4-6,0-20k,1.287112197224665
Hyundai Santa Fe,2022,4998,33590,23761.17391304348,46,1,0-2,0-20k,1.4888666233954888
Toyota Tacoma Double Cab,2021,2653,39990,33790.0,28,2,0-2,0-20k,2.295884328078784
Jeep Grand Cherokee,2018,26515,31590,23092.367346938776,49,5,4-6,20-40k,1.236673590681959
Nissan Kicks,2020,51408,18618,19809.626373626375,91,3,2-4,40-60k,-0.39905041949799497
Chevrolet Camaro,2016,30229,33990,26673.675324675325,77,7,6-8,20-40k,1.5393052299381949
Toyota Avalon,2019,6360,36990,23526.363636363636,22,4,2-4,0-20k,1.9175947790084895
Subaru Forester,2019,42503,26590,20446.25,32,4,2-4,40-60k,0.6061910088981346
Ford Bronco Sport,2022,9179,34990,34074.625,16,1,0-2,0-20k,1.6654017462949597
GMC Sierra  Double Cab,2016,82288,26590,31290.0,4,7,6-8,80-100k,0.6061910088981346
Tesla Model Y,2021,30319,61590,62750.0,15,2,0-2,20-40k,5.019569081384906
Ford Bronco Sport,2021,19163,31590,34074.625,16,2,0-2,0-20k,1.236673590681959
Kia Sorento,2020,39946,25590,21217.59405940594,101,3,2-4,20-40k,0.48009449254136977
Jeep Grand Cherokee,2014,80031,25990,23092.367346938776,49,9,8-10,80-100k,0.5305330990840758
Kia Sorento,2018,33594,26590,21217.59405940594,101,5,4-6,20-40k,0.6061910088981346
Kia Sorento Plug-in Hybrid,2022,27620,50990,50990.0,1,1,0-2,20-40k,3.682946008003198
Hyundai Santa Fe,2019,42718,22980,23761.17391304348,46,4,2-4,40-60k,0.15098258485021343
Ford Bronco Sport,2021,11067,35990,34074.625,16,2,0-2,0-20k,1.7914982626517246
Jeep Wrangler,2015,42890,26990,26477.5,32,8,6-8,40-60k,0.6566296154408406
Ram  Quad Cab,2014,30560,26990,33290.0,4,9,8-10,20-40k,0.6566296154408406
Kia Sorento Hybrid,2021,37356,37590,37590.0,1,2,0-2,20-40k,1.9932526888225484
Kia Sportage,2019,26823,26590,20804.091954022988,87,4,2-4,20-40k,0.6061910088981346
Ford Bronco Sport,2022,11740,37590,34074.625,16,1,0-2,0-20k,1.9932526888225484
GMC Terrain,2018,47519,23299,21643.57627118644,59,5,4-6,40-60k,0.19120737356802142
Jeep Wrangler,2014,58134,27590,26477.5,32,9,8-10,40-60k,0.7322875252548995
Ford Bronco Sport,2022,7758,41990,34074.625,16,1,0-2,0-20k,2.548077360792314
Ford Bronco Sport,2021,5763,33590,34074.625,16,2,0-2,0-20k,1.4888666233954888
Jeep Wrangler,2016,70346,31990,26477.5,32,7,6-8,60-80k,1.287112197224665
Nissan Rogue,2020,56743,21158,20382.880165289258,242,3,2-4,40-60k,-0.07876526795181218
Jeep Wrangler,2012,68603,29590,26477.5,32,11,10-15,60-80k,0.9844805579684293
Nissan Kicks,2020,48926,17999,19809.626373626375,91,3,2-4,40-60k,-0.47710416312283244
Ram  Quad Cab,2016,47729,29590,33290.0,4,7,6-8,40-60k,0.9844805579684293
Tesla Model,2022,7996,58590,48740.0,40,1,0-2,0-20k,4.641279532314611
Jeep Gladiator,2020,18906,39990,42513.0,7,3,2-4,0-20k,2.295884328078784
Nissan Altima,2020,51806,24299,19293.97340425532,188,3,2-4,40-60k,0.3173038899247863
Lexus ES,2019,25816,37590,26148.61111111111,36,4,2-4,20-40k,1.9932526888225484
Chevrolet Camaro,2021,12551,48990,26673.675324675325,77,2,0-2,0-20k,3.430752975289668
Honda Clarity Plug-in Hybrid,2018,47035,26590,26590.0,3,5,4-6,40-60k,0.6061910088981346
Volkswagen Golf GTI,2018,41510,26590,23106.129032258064,31,5,4-6,40-60k,0.6061910088981346
BMW  Series,2022,3780,52990,25277.301587301587,126,1,0-2,0-20k,3.9351390407167277
Chevrolet Camaro,2019,23681,26590,26673.675324675325,77,4,2-4,20-40k,0.6061910088981346
Chevrolet Equinox,2020,51778,19147,19319.105263157893,171,3,2-4,40-60k,-0.33234536234526635
Dodge Charger,2019,41365,40590,27191.571428571428,35,4,2-4,40-60k,2.371542237892843
Ford Bronco Sport,2021,11747,32590,34074.625,16,2,0-2,0-20k,1.362770107038724
Lexus NX,2017,48648,30590,30959.23076923077,13,6,4-6,40-60k,1.1105770743251941
Tesla Model,2020,37177,40990,48740.0,40,3,2-4,20-40k,2.421980844435549
Ford Bronco,2022,402,52590,52561.42857142857,7,1,0-2,0-20k,3.8847004341740217
Chevrolet Silverado  Crew Cab,2019,24484,37990,38677.5,16,4,2-4,20-40k,2.0436912953652544
Chevrolet Equinox,2019,62604,19450,19319.105263157893,171,4,2-4,60-80k,-0.2941381178891666
Honda Accord Hybrid,2020,18608,36990,30319.85714285714,7,3,2-4,0-20k,1.9175947790084895
Toyota Sienna,2021,21631,45590,31905.78947368421,38,2,0-2,20-40k,3.0020248196766675
Tesla Model,2019,25381,40990,48740.0,40,4,2-4,20-40k,2.421980844435549
Ram  Crew Cab,2021,55090,34590,42332.857142857145,14,2,0-2,40-60k,1.6149631397522537
Mercedes-Benz GLC,2017,33849,30590,31190.0,12,6,4-6,20-40k,1.1105770743251941
Dodge Challenger,2019,39402,27590,31835.757575757576,33,4,2-4,20-40k,0.7322875252548995
Hyundai IONIQ,2022,8058,47990,47990.0,2,1,0-2,0-20k,3.3046564589329033
Toyota Tundra Double Cab,2019,29862,34990,30193.25,4,4,2-4,20-40k,1.6654017462949597
Toyota GR,2022,3882,35990,35950.0,5,1,0-2,0-20k,1.7914982626517246
Porsche Boxster,2014,31671,41590,40290.0,2,9,8-10,20-40k,2.497638754249608
Lexus GX,2015,71937,31990,40590.0,6,8,6-8,60-80k,1.287112197224665
Lexus ES,2016,62269,25590,26148.61111111111,36,7,6-8,60-80k,0.48009449254136977
Tesla Model,2020,15817,52590,48740.0,40,3,2-4,0-20k,3.8847004341740217
Hyundai Santa Fe,2019,19220,30990,23761.17391304348,46,4,2-4,0-20k,1.1610156808679002
Lexus GX,2016,39679,38990,40590.0,6,7,6-8,20-40k,2.1697878117220193
Mercedes-Benz A-Class,2020,53622,29590,31390.0,7,3,2-4,40-60k,0.9844805579684293
Ford Mustang,2015,5035,34590,25856.117647058825,102,8,6-8,0-20k,1.6149631397522537
Nissan LEAF,2021,13574,27590,19142.63157894737,38,2,0-2,0-20k,0.7322875252548995
Ford Mustang,2015,55027,29590,25856.117647058825,102,8,6-8,40-60k,0.9844805579684293
GMC Acadia,2018,87114,25990,26526.174603174604,63,5,4-6,80-100k,0.5305330990840758
Chevrolet Colorado Extended Cab,2019,10567,28990,25523.333333333332,3,4,2-4,0-20k,0.9088226481543704
Lexus NX,2016,78186,25590,30959.23076923077,13,7,6-8,60-80k,0.48009449254136977
Chevrolet Corvette,2015,12748,66990,48640.0,20,8,6-8,0-20k,5.700490269711437
Ford Explorer,2016,57229,25990,24112.425531914894,47,7,6-8,40-60k,0.5305330990840758
Ford Explorer,2020,45405,40590,24112.425531914894,47,3,2-4,40-60k,2.371542237892843
Honda Accord,2021,26275,34590,20338.34351145038,131,2,0-2,20-40k,1.6149631397522537
Nissan Kicks,2021,48948,18583,19809.626373626375,91,2,0-2,40-60k,-0.40346379757048173
BMW  Series,2017,27042,32990,25277.301587301587,126,6,4-6,20-40k,1.41320871358143
Jeep Wrangler,2018,24579,32990,26477.5,32,5,4-6,20-40k,1.41320871358143
Audi S,2015,52457,29990,26030.0,5,8,6-8,40-60k,1.0349191645111353
Kia Sorento,2021,42167,26990,21217.59405940594,101,2,0-2,40-60k,0.6566296154408406
Tesla Model,2021,18789,44590,48740.0,40,2,0-2,0-20k,2.8759283033199026
Chrysler Pacifica,2019,65963,29590,26151.657142857144,35,4,2-4,60-80k,0.9844805579684293
Porsche Macan,2018,47451,42590,37790.0,5,5,4-6,40-60k,2.623735270606373
Lexus ES,2019,24897,39590,26148.61111111111,36,4,2-4,20-40k,2.245445721536078
Nissan Titan Crew Cab,2021,14828,46990,33675.71428571428,7,2,0-2,0-20k,3.1785599425761384
Honda Odyssey,2021,28288,37990,26213.423076923078,26,2,0-2,20-40k,2.0436912953652544
Toyota GR Supra,2021,13475,52990,54990.0,2,2,0-2,0-20k,3.9351390407167277
Alfa Romeo Giulia,2019,20928,30590,28523.333333333332,6,4,2-4,20-40k,1.1105770743251941
Ford F SuperCrew Cab,2018,66150,31990,40704.71428571428,14,5,4-6,60-80k,1.287112197224665
Ford Ranger SuperCrew,2021,2363,37590,32950.0,5,2,0-2,0-20k,1.9932526888225484
Acura RDX,2021,11497,41590,24947.275862068964,29,2,0-2,0-20k,2.497638754249608
Mercedes-Benz CLA,2018,41807,26990,25608.18181818182,11,5,4-6,40-60k,0.6566296154408406
Ram  Crew Cab,2016,40794,27590,42332.857142857145,14,7,6-8,40-60k,0.7322875252548995
Ford Bronco Sport,2021,10683,36990,34074.625,16,2,0-2,0-20k,1.9175947790084895
Nissan Z,2010,22184,26990,25971.81818181818,11,13,10-15,20-40k,0.6566296154408406
Kia Seltos,2021,17873,28990,25770.0,10,2,0-2,0-20k,0.9088226481543704
BMW X,2017,40964,25990,28257.918032786885,61,6,4-6,40-60k,0.5305330990840758
Mercedes-Benz GLC,2020,22008,36590,31190.0,12,3,2-4,20-40k,1.8671561724657835
GMC Terrain,2022,4007,33990,21643.57627118644,59,1,0-2,0-20k,1.5393052299381949
Nissan Z,2016,39960,25990,25971.81818181818,11,7,6-8,20-40k,0.5305330990840758
Ford Explorer,2021,9947,35990,24112.425531914894,47,2,0-2,0-20k,1.7914982626517246
MAZDA CX-,2021,12457,27990,23001.7,140,2,0-2,0-20k,0.7827261317976055
Cadillac ATS,2016,21849,27590,22034.444444444445,18,7,6-8,20-40k,0.7322875252548995
