Name,Year,Miles,Price,model_avg_price,model_listing_count,Age,AgeBand,MileageBand,price_zscore
Toyota Runner,2020,55501,36590,37440.846153846156,13,3,2-4,40-60k,1.8671561724657835
Tesla Model,2019,45618,47590,48740.0,40,4,2-4,40-60k,3.2542178523901972
Cadillac CTS,2016,14554,28590,22603.333333333332,15,7,6-8,0-20k,0.8583840416116644
Volvo S,2018,24891,27590,22542.380952380954,21,5,4-6,20-40k,0.7322875252548995
MAZDA MX- Miata,2020,3254,32990,22241.28205128205,39,3,2-4,0-20k,1.41320871358143
Nissan Murano,2020,54458,27451,23491.560606060608,66,3,2-4,40-60k,0.7147601094813092
Mercedes-Benz SLC,2018,19831,41990,41990.0,1,5,4-6,0-20k,2.548077360792314
Honda Civic,2021,33794,27990,18925.32380952381,210,2,0-2,20-40k,0.7827261317976055
BMW i,2018,22092,30590,20447.894736842107,38,5,4-6,20-40k,1.1105770743251941
Nissan Pathfinder,2017,42351,25990,22727.11111111111,36,6,4-6,40-60k,0.5305330990840758
Toyota Sienna,2021,16862,51590,31905.78947368421,38,2,0-2,0-20k,3.758603917817257
Subaru Legacy,2020,4078,27990,20081.428571428572,21,3,2-4,0-20k,0.7827261317976055
Subaru Outback,2018,42349,28990,25362.21153846154,52,5,4-6,40-60k,0.9088226481543704
Kia K,2021,32006,29990,26990.0,8,2,0-2,20-40k,1.0349191645111353
Honda Civic,2020,19085,25990,18925.32380952381,210,3,2-4,0-20k,0.5305330990840758
Chevrolet Traverse,2021,48214,29751,27964.304347826088,46,2,0-2,40-60k,1.0047820971018684
Dodge Challenger,2020,19665,28590,31835.757575757576,33,3,2-4,0-20k,0.8583840416116644
Toyota Prius,2021,40553,26590,19496.666666666668,60,2,0-2,40-60k,0.6061910088981346
MAZDA CX-,2021,39452,27265,23001.7,140,2,0-2,20-40k,0.691306157438951
Toyota Camry,2020,31339,29990,20721.41134751773,141,3,2-4,20-40k,1.0349191645111353
Hyundai Santa Cruz,2022,3508,41990,38523.333333333336,6,1,0-2,0-20k,2.548077360792314
Tesla Model X,2019,29496,85590,79590.0,3,4,2-4,20-40k,8.045885473947264
Dodge Charger,2021,33838,34431,27191.571428571428,35,2,0-2,20-40k,1.594913793651528
Kia K,2022,9228,33590,26990.0,8,1,0-2,0-20k,1.4888666233954888
Jeep Cherokee,2021,29480,27400,21467.63829787234,141,2,0-2,20-40k,0.7083291871471142
Chrysler Pacifica,2020,16609,33590,26151.657142857144,35,3,2-4,0-20k,1.4888666233954888
Lincoln MKC,2019,25306,31590,23724.125,24,4,2-4,20-40k,1.236673590681959
Jeep Wagoneer,2022,1437,63590,63790.0,2,1,0-2,0-20k,5.271762114098435
MINI Countryman,2019,31735,34990,19147.14285714286,42,4,2-4,20-40k,1.6654017462949597
Ram  Regular Cab,2016,23901,26590,24630.0,5,7,6-8,20-40k,0.6061910088981346
Chevrolet Corvette,2016,35158,68990,48640.0,20,7,6-8,20-40k,5.952683302424966
Honda Insight,2022,20006,32990,25270.0,10,1,0-2,20-40k,1.41320871358143
Kia Sorento,2021,40522,26990,21217.59405940594,101,2,0-2,40-60k,0.6566296154408406
Jeep Cherokee,2021,46244,25299,21467.63829787234,141,2,0-2,40-60k,0.4434004062815512
Kia Sorento,2021,56182,25990,21217.59405940594,101,2,0-2,40-60k,0.5305330990840758
Ford Explorer,2019,53734,28990,24112.425531914894,47,4,2-4,40-60k,0.9088226481543704
Dodge Charger,2021,40392,33204,27191.571428571428,35,2,0-2,40-60k,1.4401933680817776
Acura RDX,2019,18000,35990,24947.275862068964,29,4,2-4,0-20k,1.7914982626517246
Toyota Camry,2020,23911,28590,20721.41134751773,141,3,2-4,20-40k,0.8583840416116644
Chevrolet Camaro,2020,29505,41593,26673.675324675325,77,3,2-4,20-40k,2.498017043798678
Volkswagen Golf GTI,2018,55469,26990,23106.129032258064,31,5,4-6,40-60k,0.6566296154408406
Nissan Murano,2021,28904,26993,23491.560606060608,66,2,0-2,20-40k,0.6570079049899109
Mercedes-Benz GLA,2017,53512,25590,28110.0,10,6,4-6,40-60k,0.48009449254136977
Kia Niro EV,2020,10350,38590,38590.0,1,3,2-4,0-20k,2.1193492051793132
Lexus GX,2018,70344,35590,40590.0,6,5,4-6,60-80k,1.7410596561090186
BMW  Series,2016,49336,25990,25277.301587301587,126,7,6-8,40-60k,0.5305330990840758
Honda Ridgeline,2019,26225,35990,35875.71428571428,7,4,2-4,20-40k,1.7914982626517246
Chevrolet Traverse,2021,46017,27999,27964.304347826088,46,2,0-2,40-60k,0.7838610004448163
Mercedes-Benz CLA,2016,30920,27990,25608.18181818182,11,7,6-8,20-40k,0.7827261317976055
Chevrolet Equinox,2019,41016,25990,19319.105263157893,171,4,2-4,40-60k,0.5305330990840758
Subaru Impreza,2022,10131,26590,19643.23076923077,26,1,0-2,0-20k,0.6061910088981346
Toyota Venza,2022,5845,43590,24836.1,10,1,0-2,0-20k,2.7498317869631377
Toyota RAV,2016,38959,28590,23160.708333333332,72,7,6-8,20-40k,0.8583840416116644
Nissan Rogue Sport,2019,29009,25990,20399.048387096773,62,4,2-4,20-40k,0.5305330990840758
Jeep Grand Cherokee,2021,49475,32993,23092.367346938776,49,2,0-2,40-60k,1.4135870031305002
BMW  Series,2018,49957,29990,25277.301587301587,126,5,4-6,40-60k,1.0349191645111353
BMW X,2019,32638,29990,28257.918032786885,61,4,2-4,20-40k,1.0349191645111353
Ford Mustang,2015,18310,36590,25856.117647058825,102,8,6-8,0-20k,1.8671561724657835
MAZDA CX-,2021,10948,30990,23001.7,140,2,0-2,0-20k,1.1610156808679002
Ram  Quad Cab,2021,30617,35990,33290.0,4,2,0-2,20-40k,1.7914982626517246
BMW  Series,2019,52899,34590,25277.301587301587,126,4,2-4,40-60k,1.6149631397522537
BMW  Series,2019,13113,37990,25277.301587301587,126,4,2-4,0-20k,2.0436912953652544
MAZDA CX-,2021,47739,28293,23001.7,140,2,0-2,40-60k,0.8209333762537052
Ford F SuperCrew Cab,2020,32315,65990,40704.71428571428,14,3,2-4,20-40k,5.574393753354672
Lincoln MKC,2019,37422,26990,23724.125,24,4,2-4,20-40k,0.6566296154408406
Lincoln Nautilus,2020,50080,30990,36490.0,2,3,2-4,40-60k,1.1610156808679002
Toyota Camry,2020,21129,26990,20721.41134751773,141,3,2-4,20-40k,0.6566296154408406
Ford F Regular Cab,2018,29721,26590,27190.0,7,5,4-6,20-40k,0.6061910088981346
Jeep Grand Cherokee L,2021,29974,45590,45590.0,1,2,0-2,20-40k,3.0020248196766675
Chevrolet Camaro,2020,30250,42993,26673.675324675325,77,3,2-4,20-40k,2.674552166698149
Chevrolet Traverse,2019,46382,28590,27964.304347826088,46,4,2-4,40-60k,0.8583840416116644
Hyundai Tucson Hybrid,2022,9539,35990,38056.666666666664,3,1,0-2,0-20k,1.7914982626517246
Mercedes-Benz GLA-Class,2015,27037,33990,28856.666666666668,3,8,6-8,20-40k,1.5393052299381949
Ford Maverick,2022,6027,37990,36323.333333333336,3,1,0-2,0-20k,2.0436912953652544
Toyota Tacoma Double Cab,2021,22158,34590,33790.0,28,2,0-2,20-40k,1.6149631397522537
Toyota Sienna,2022,815,54990,31905.78947368421,38,1,0-2,0-20k,4.187332073430258
Honda Clarity Plug-in Hybrid,2018,26611,28590,26590.0,3,5,4-6,20-40k,0.8583840416116644
Toyota Highlander,2016,76831,26590,26813.875,24,7,6-8,60-80k,0.6061910088981346
Mercedes-Benz S-Class,2022,10880,102990,58856.666666666664,3,1,0-2,0-20k,10.239964858554972
Ford Explorer,2020,64743,25990,24112.425531914894,47,3,2-4,60-80k,0.5305330990840758
Honda Insight,2020,42474,25590,25270.0,10,3,2-4,40-60k,0.48009449254136977
Kia Sedona,2020,64256,25590,19804.285714285714,14,3,2-4,60-80k,0.48009449254136977
Buick Envision,2021,23872,30990,24501.2,20,2,0-2,20-40k,1.1610156808679002
Hyundai Santa Fe,2020,1018,34590,23761.17391304348,46,3,2-4,0-20k,1.6149631397522537
Nissan Murano,2020,58324,21400,23491.560606060608,66,3,2-4,40-60k,-0.04824991099347509
Ford Edge,2020,13921,26990,20629.243243243243,74,3,2-4,0-20k,0.6566296154408406
Volkswagen Tiguan,2021,44425,25990,20451.456140350878,57,2,0-2,40-60k,0.5305330990840758
Jeep Cherokee,2021,48357,28990,21467.63829787234,141,2,0-2,40-60k,0.9088226481543704
MAZDA MAZDA,2018,49338,21521,17840.6338028169,142,5,4-6,40-60k,-0.03299223251430654
Toyota Tacoma Double Cab,2018,49744,34990,33790.0,28,5,4-6,40-60k,1.6654017462949597
Ford Flex,2019,50473,25000,23264.36,25,4,2-4,40-60k,0.4056975478908785
Toyota Tacoma Double Cab,2018,51932,28990,33790.0,28,5,4-6,40-60k,0.9088226481543704
Ford Explorer,2020,56705,27990,24112.425531914894,47,3,2-4,40-60k,0.7827261317976055
Ford Fusion,2020,34722,19416,18113.032,125,3,2-4,20-40k,-0.2984253994452966
GMC Sierra  Limited Crew Cab,2022,9854,58590,58590.0,1,1,0-2,0-20k,4.641279532314611
Alfa Romeo Giulia,2017,39975,27990,28523.333333333332,6,6,4-6,20-40k,0.7827261317976055
Lincoln MKX,2018,14313,34990,22950.0,10,5,4-6,0-20k,1.6654017462949597
Ford Fusion,2020,51912,17700,18113.032,125,3,2-4,40-60k,-0.5148070215135051
MAZDA CX-,2018,65234,27590,23001.7,140,5,4-6,60-80k,0.7322875252548995
Nissan Kicks,2020,50808,17999,19809.626373626375,91,3,2-4,40-60k,-0.47710416312283244
BMW  Series,2018,39269,29590,25277.301587301587,126,5,4-6,20-40k,0.9844805579684293
INFINITI QX,2019,61327,25990,26679.234375,64,4,2-4,60-80k,0.5305330990840758
Chevrolet Camaro,2019,33720,27990,26673.675324675325,77,4,2-4,20-40k,0.7827261317976055
Mercedes-Benz Mercedes-AMG SLC,2017,16358,44990,44990.0,1,6,4-6,0-20k,2.9263669098626086
Buick Regal,2017,30502,25990,18630.0,10,6,4-6,20-40k,0.5305330990840758
Ford Expedition MAX,2020,61688,46590,44733.333333333336,6,3,2-4,60-80k,3.1281213360334323
Honda CR-V,2017,42113,27990,21022.757009345794,107,6,4-6,40-60k,0.7827261317976055
Nissan Maxima,2021,27562,36990,24153.521739130436,23,2,0-2,20-40k,1.9175947790084895
GMC Canyon Crew Cab,2022,12635,36590,33861.875,8,1,0-2,0-20k,1.8671561724657835
Toyota Camry,2021,45519,29590,20721.41134751773,141,2,0-2,40-60k,0.9844805579684293
Lincoln Corsair,2022,9494,44590,43090.0,2,1,0-2,0-20k,2.8759283033199026
Hyundai Accent,2019,67724,15990,15905.254237288136,59,4,2-4,60-80k,-0.7304320644835731
Kia Forte,2014,65257,13590,17017.92156862745,102,9,8-10,60-80k,-1.0330637037398087
Kia Niro,2019,100875,19590,23530.0,10,4,2-4,100-130k,-0.2764846055992195
Buick Encore,2020,18605,21990,18820.149425287356,87,3,2-4,0-20k,0.026147033657016195
Ford Fusion,2019,61785,21590,18113.032,125,4,2-4,60-80k,-0.02429157288568976
Toyota Corolla,2016,80034,15990,18560.486988847584,269,7,6-8,80-100k,-0.7304320644835731
Dodge Grand Caravan Passenger,2019,71210,20990,18365.342465753423,73,4,2-4,60-80k,-0.09994948269974868
Jeep Compass,2019,42087,23990,20590.543103448275,116,4,2-4,40-60k,0.278340066370546
Chevrolet Equinox,2013,63094,15590,19319.105263157893,171,10,8-10,60-80k,-0.780870671026279
Chevrolet Malibu,2020,46331,21990,19288.927536231884,69,3,2-4,40-60k,0.026147033657016195
Chrysler,2015,32258,21990,20993.80612244898,98,8,6-8,20-40k,0.026147033657016195
Nissan Rogue,2015,66979,18590,20382.880165289258,242,8,6-8,60-80k,-0.4025811219559844
Kia Soul,2021,16571,20990,17106.064516129034,124,2,0-2,0-20k,-0.09994948269974868
Ford EcoSport,2021,39062,19990,19908.256756756757,74,2,0-2,20-40k,-0.22604599905651357
Mitsubishi Outlander,2018,71617,19990,20020.0,20,5,4-6,60-80k,-0.22604599905651357
Ford Focus,2014,41941,13990,14996.451612903225,93,9,8-10,40-60k,-0.9826250971971029
Nissan Sentra,2019,31216,17990,17151.21551724138,116,4,2-4,20-40k,-0.47823903177004334
Dodge Journey,2020,30570,22990,19075.328125,64,3,2-4,20-40k,0.15224355001378106
Kia Rio,2021,14167,19590,16682.0,35,2,0-2,0-20k,-0.2764846055992195
Jaguar XE,2017,42486,24590,25290.0,4,6,4-6,40-60k,0.3539979761846049
Honda HR-V,2016,67580,19590,22338.0,43,7,6-8,60-80k,-0.2764846055992195
Honda CR-V,2011,88165,15590,21022.757009345794,107,12,10-15,80-100k,-0.780870671026279
Toyota RAV,2020,27844,32590,23160.708333333332,72,3,2-4,20-40k,1.362770107038724
Subaru Forester,2021,45149,26990,20446.25,32,2,0-2,40-60k,0.6566296154408406
Nissan Altima,2021,36064,21864,19293.97340425532,188,2,0-2,20-40k,0.010258872596063819
Nissan Rogue,2020,51697,20295,20382.880165289258,242,3,2-4,40-60k,-0.1875865615677003
Jeep Wrangler Unlimited,2018,61552,30590,35153.86666666667,15,5,4-6,60-80k,1.1105770743251941
Hyundai Santa Fe,2020,48550,23300,23761.17391304348,46,3,2-4,40-60k,0.19133347008437818
Audi A,2020,22298,34990,24272.608695652172,46,3,2-4,20-40k,1.6654017462949597
Kia Sorento,2019,64386,27590,21217.59405940594,101,4,2-4,60-80k,0.7322875252548995
Nissan Rogue,2021,44741,24600,20382.880165289258,242,2,0-2,40-60k,0.35525894134817254
Audi A,2018,58425,25590,24272.608695652172,46,5,4-6,40-60k,0.48009449254136977
Hyundai Azera,2017,10703,25990,19023.333333333332,6,6,4-6,0-20k,0.5305330990840758
Honda Civic Type R,2017,20883,39990,42290.0,2,6,4-6,20-40k,2.295884328078784
Ford Explorer,2017,64172,28990,24112.425531914894,47,6,4-6,60-80k,0.9088226481543704
Tesla Model,2019,17780,41990,48740.0,40,4,2-4,0-20k,2.548077360792314
Nissan Kicks,2020,56775,18190,19809.626373626375,91,3,2-4,40-60k,-0.4530197284986904
Ford Explorer,2020,53198,29590,24112.425531914894,47,3,2-4,40-60k,0.9844805579684293
Subaru Crosstrek,2019,36955,27990,24538.548387096773,31,4,2-4,20-40k,0.7827261317976055
Honda Pilot,2016,47813,25990,25763.433333333334,30,7,6-8,40-60k,0.5305330990840758
Ford Escape,2018,50158,21499,19376.448,125,5,4-6,40-60k,-0.035766355874155366
Honda Accord,2021,39994,27990,20338.34351145038,131,2,0-2,20-40k,0.7827261317976055
Ford Edge,2020,45896,22555,20629.243243243243,74,3,2-4,40-60k,0.09739156539858836
Nissan Rogue,2021,36102,25990,20382.880165289258,242,2,0-2,20-40k,0.5305330990840758
Dodge Challenger,2022,628,33590,31835.757575757576,33,1,0-2,0-20k,1.4888666233954888
Subaru Outback,2021,13926,31590,25362.21153846154,52,2,0-2,0-20k,1.236673590681959
Lexus IS,2014,55095,26990,23340.0,28,9,8-10,40-60k,0.6566296154408406
BMW  Series,2015,38884,32590,25277.301587301587,126,8,6-8,20-40k,1.362770107038724
Jeep Cherokee,2021,55212,25590,21467.63829787234,141,2,0-2,40-60k,0.48009449254136977
Dodge Challenger,2015,51184,50990,31835.757575757576,33,8,6-8,40-60k,3.682946008003198
Ford Ranger SuperCrew,2019,58235,28590,32950.0,5,4,2-4,40-60k,0.8583840416116644
Ford Mustang MACH-E,2022,2377,52990,62190.0,6,1,0-2,0-20k,3.9351390407167277
GMC Sierra  Crew Cab,2018,16098,45990,40710.0,5,5,4-6,0-20k,3.0524634262193735
Ford Explorer,2021,2759,36990,24112.425531914894,47,2,0-2,0-20k,1.9175947790084895
INFINITI QX,2017,60362,27590,26679.234375,64,6,4-6,60-80k,0.7322875252548995
Honda Civic,2022,13456,28990,18925.32380952381,210,1,0-2,0-20k,0.9088226481543704
Dodge Charger,2015,59254,27990,27191.571428571428,35,8,6-8,40-60k,0.7827261317976055
Jeep Grand Cherokee,2021,49762,31590,23092.367346938776,49,2,0-2,40-60k,1.236673590681959
Nissan Altima,2022,24268,22895,19293.97340425532,188,1,0-2,20-40k,0.1402643809598884
Kia K,2022,3799,33590,26990.0,8,1,0-2,0-20k,1.4888666233954888
Chrysler,2021,50132,24900,20993.80612244898,98,2,0-2,40-60k,0.393087896255202
Hyundai Elantra,2022,5691,25590,17041.33846153846,195,1,0-2,0-20k,0.48009449254136977
Tesla Model Y,2022,81,67990,62750.0,15,1,0-2,0-20k,5.8265867860682015
Nissan Kicks,2020,52226,18599,19809.626373626375,91,3,2-4,40-60k,-0.40144625330877354
Lexus NX,2018,36995,40990,30959.23076923077,13,5,4-6,20-40k,2.421980844435549
Lexus NX,2018,53174,28990,30959.23076923077,13,5,4-6,40-60k,0.9088226481543704
Nissan Murano,2016,24905,25590,23491.560606060608,66,7,6-8,20-40k,0.48009449254136977
MINI Clubman,2018,45354,25590,20763.333333333332,15,5,4-6,40-60k,0.48009449254136977
Chevrolet Traverse,2021,42233,29750,27964.304347826088,46,2,0-2,40-60k,1.0046560005855116
Chevrolet Camaro,2019,42270,25990,26673.675324675325,77,4,2-4,40-60k,0.5305330990840758
Ford Transit Connect Passenger Wagon,2020,53598,28990,32490.0,2,3,2-4,40-60k,0.9088226481543704
Maserati Quattroporte,2013,22733,33590,41590.0,2,10,8-10,20-40k,1.4888666233954888
Nissan Frontier Crew Cab,2022,3435,33590,26840.0,16,1,0-2,0-20k,1.4888666233954888
BMW  Series,2020,11832,51990,25277.301587301587,126,3,2-4,0-20k,3.809042524359963
GMC Acadia,2021,47179,29700,26526.174603174604,63,2,0-2,40-60k,0.9983511747676734
Lexus GS,2020,19233,41590,26690.0,6,3,2-4,0-20k,2.497638754249608
Lincoln MKC,2019,17103,29990,23724.125,24,4,2-4,0-20k,1.0349191645111353
Honda Accord,2016,39930,25990,20338.34351145038,131,7,6-8,20-40k,0.5305330990840758
Chrysler,2021,47865,26500,20993.80612244898,98,2,0-2,40-60k,0.5948423224260259
Toyota Sienna,2021,17887,46990,31905.78947368421,38,2,0-2,0-20k,3.1785599425761384
BMW  Series,2016,7442,35990,25277.301587301587,126,7,6-8,0-20k,1.7914982626517246
Ford F SuperCrew Cab,2020,36710,38590,40704.71428571428,14,3,2-4,20-40k,2.1193492051793132
Chevrolet Silverado  Crew Cab,2018,91769,32590,38677.5,16,5,4-6,80-100k,1.362770107038724
Toyota Camry Hybrid,2019,73018,26990,29523.222222222223,9,4,2-4,60-80k,0.6566296154408406
Chevrolet Colorado Crew Cab,2022,9742,33990,29220.76923076923,13,1,0-2,0-20k,1.5393052299381949
Dodge Challenger,2021,14371,29590,31835.757575757576,33,2,0-2,0-20k,0.9844805579684293
Nissan Murano,2020,42323,30200,23491.560606060608,66,3,2-4,40-60k,1.0613994329460559
GMC Terrain,2018,72295,25990,21643.57627118644,59,5,4-6,60-80k,0.5305330990840758
Toyota Tacoma Double Cab,2018,57014,36590,33790.0,28,5,4-6,40-60k,1.8671561724657835
Chrysler Pacifica,2020,15024,40590,26151.657142857144,35,3,2-4,0-20k,2.371542237892843
Honda Ridgeline,2022,18500,36590,35875.71428571428,7,1,0-2,0-20k,1.8671561724657835
Chevrolet Silverado  Limited Crew Cab,2022,20965,39990,40656.666666666664,3,1,0-2,20-40k,2.295884328078784
Chevrolet Trailblazer,2021,14083,30990,24824.0,23,2,0-2,0-20k,1.1610156808679002
Hyundai Veloster,2019,53281,17800,17090.3125,32,4,2-4,40-60k,-0.5021973698778287
Chevrolet Equinox,2021,39838,19249,19319.105263157893,171,2,0-2,20-40k,-0.3194835176768763
MAZDA CX-,2021,2516,30590,23001.7,140,2,0-2,0-20k,1.1105770743251941
Ford EcoSport,2021,27919,21350,19908.256756756757,74,2,0-2,20-40k,-0.05455473681131333
Volvo XC,2016,76102,30590,27782.0,25,7,6-8,60-80k,1.1105770743251941
Kia Optima,2018,60169,20300,17867.048076923078,104,5,4-6,60-80k,-0.18695607898591646
Lexus ES,2019,62431,30590,26148.61111111111,36,4,2-4,60-80k,1.1105770743251941
Chevrolet Camaro,2019,55150,26590,26673.675324675325,77,4,2-4,40-60k,0.6061910088981346
Nissan Altima,2021,40608,19700,19293.97340425532,188,2,0-2,40-60k,-0.2626139887999754
Chevrolet Corvette,2014,67355,43990,48640.0,20,9,8-10,60-80k,2.8002703935058437
Toyota Camry,2021,38921,25990,20721.41134751773,141,2,0-2,20-40k,0.5305330990840758
Lexus ES,2019,46174,35990,26148.61111111111,36,4,2-4,40-60k,1.7914982626517246
Acura RDX,2021,10922,44990,24947.275862068964,29,2,0-2,0-20k,2.9263669098626086
Ford Mustang MACH-E,2022,2665,71990,62190.0,6,1,0-2,0-20k,6.330972851495261
GMC Terrain,2018,52247,23250,21643.57627118644,59,5,4-6,40-60k,0.18502864426653995
Volkswagen Atlas,2019,30930,37590,31290.0,10,4,2-4,20-40k,1.9932526888225484
Toyota Tundra Hybrid CrewMax,2022,2625,87990,87990.0,1,1,0-2,0-20k,8.3485171132035
Jeep Grand Cherokee,2020,58404,25990,23092.367346938776,49,3,2-4,40-60k,0.5305330990840758
MAZDA CX-,2019,37973,27990,23001.7,140,4,2-4,20-40k,0.7827261317976055
Hyundai Tucson,2021,38531,23892,20007.2,70,2,0-2,20-40k,0.265982607767583
Mercedes-Benz GLA,2018,17974,30590,28110.0,10,5,4-6,0-20k,1.1105770743251941
Hyundai Sonata,2022,12112,32990,16759.738562091505,153,1,0-2,0-20k,1.41320871358143
Dodge Charger,2021,2333,28990,27191.571428571428,35,2,0-2,0-20k,0.9088226481543704
GMC Acadia,2020,58428,26590,26526.174603174604,63,3,2-4,40-60k,0.6061910088981346
Alfa Romeo Stelvio,2019,33530,32590,29523.333333333332,3,4,2-4,20-40k,1.362770107038724
Audi Q,2015,76528,26590,25158.42105263158,19,8,6-8,60-80k,0.6061910088981346
Chevrolet Equinox,2019,42915,18442,19319.105263157893,171,4,2-4,40-60k,-0.4212434063767856
GMC Acadia,2021,18738,45990,26526.174603174604,63,2,0-2,0-20k,3.0524634262193735
Toyota Camry Hybrid,2019,26883,28990,29523.222222222223,9,4,2-4,20-40k,0.9088226481543704
Ford Mustang,2015,1431,38590,25856.117647058825,102,8,6-8,0-20k,2.1193492051793132
Volkswagen Tiguan,2022,23096,29590,20451.456140350878,57,1,0-2,20-40k,0.9844805579684293
Honda Civic Type R,2021,22135,44590,42290.0,2,2,0-2,20-40k,2.8759283033199026
Toyota Runner,2017,30782,41590,37440.846153846156,13,6,4-6,20-40k,2.497638754249608
Chevrolet Camaro,2011,28521,26990,26673.675324675325,77,12,10-15,20-40k,0.6566296154408406
Lexus ES,2020,11332,42590,26148.61111111111,36,3,2-4,0-20k,2.623735270606373
Volvo XC,2018,41490,32590,27782.0,25,5,4-6,40-60k,1.362770107038724
Toyota Sienna,2022,35132,51990,31905.78947368421,38,1,0-2,20-40k,3.809042524359963
BMW  Series,2021,20727,33990,25277.301587301587,126,2,0-2,20-40k,1.5393052299381949
Nissan Frontier King Cab,2020,43538,27990,24310.0,5,3,2-4,40-60k,0.7827261317976055
Toyota RAV,2020,50228,29748,23160.708333333332,72,3,2-4,40-60k,1.0044038075527981
Honda Pilot,2019,32542,30990,25763.433333333334,30,4,2-4,20-40k,1.1610156808679002
Chevrolet Silverado  Double Cab,2017,46079,29990,31525.333333333332,9,6,4-6,40-60k,1.0349191645111353
Lexus RC,2021,7770,49990,41190.0,6,2,0-2,0-20k,3.556849491646433
Ford Mustang,2021,8874,28990,25856.117647058825,102,2,0-2,0-20k,0.9088226481543704
Honda Pilot,2020,55669,31349,25763.433333333334,30,3,2-4,40-60k,1.2062843302399786
Jeep Grand Cherokee,2020,61561,26590,23092.367346938776,49,3,2-4,60-80k,0.6061910088981346
Toyota Sienna,2021,40322,37990,31905.78947368421,38,2,0-2,40-60k,2.0436912953652544
Ram  Classic Quad Cab,2019,32260,28990,29640.0,4,4,2-4,20-40k,0.9088226481543704
Toyota Sienna,2021,8318,42990,31905.78947368421,38,2,0-2,0-20k,2.674173877149079
Dodge Challenger,2012,5328,37990,31835.757575757576,33,11,10-15,0-20k,2.0436912953652544
Honda Civic,2018,12648,25990,18925.32380952381,210,5,4-6,0-20k,0.5305330990840758
Jeep Gladiator,2022,9845,42990,42513.0,7,1,0-2,0-20k,2.674173877149079
Subaru Outback,2020,56765,29844,25362.21153846154,52,3,2-4,40-60k,1.0165090731230475
GMC Terrain,2022,14283,29990,21643.57627118644,59,1,0-2,0-20k,1.0349191645111353
Toyota RAV,2020,57213,30398,23160.708333333332,72,3,2-4,40-60k,1.0863665431846954
Genesis G,2022,3452,39990,34966.555555555555,9,1,0-2,0-20k,2.295884328078784
Toyota Highlander,2020,62437,33849,26813.875,24,3,2-4,60-80k,1.5215256211318908
Chevrolet Camaro,2017,22459,34590,26673.675324675325,77,6,4-6,20-40k,1.6149631397522537
Volvo XC,2021,36590,36990,27782.0,25,2,0-2,20-40k,1.9175947790084895
MAZDA MAZDA,2020,43049,26049,17840.6338028169,142,3,2-4,40-60k,0.5379727935491249
BMW X,2016,45445,38990,28257.918032786885,61,7,6-8,40-60k,2.1697878117220193
Chrysler Voyager,2020,33444,26590,28730.0,10,3,2-4,20-40k,0.6061910088981346
Volvo XC,2021,42016,38590,27782.0,25,2,0-2,40-60k,2.1193492051793132
Audi Q,2018,49762,34590,25158.42105263158,19,5,4-6,40-60k,1.6149631397522537
Toyota Camry,2022,16124,29590,20721.41134751773,141,1,0-2,0-20k,0.9844805579684293
Ford Focus,2016,13837,25590,14996.451612903225,93,7,6-8,0-20k,0.48009449254136977
Volvo S,2020,40634,30590,22542.380952380954,21,3,2-4,40-60k,1.1105770743251941
INFINITI QX,2021,35966,33099,26679.234375,64,2,0-2,20-40k,1.4269532338643172
Nissan Altima,2022,6236,27590,19293.97340425532,188,1,0-2,0-20k,0.7322875252548995
Jeep Grand Cherokee,2018,62724,28590,23092.367346938776,49,5,4-6,60-80k,0.8583840416116644
Tesla Model S,2021,10093,89990,66790.0,4,2,0-2,0-20k,8.600710145917029
Chevrolet Blazer,2021,10567,30990,27322.36842105263,19,2,0-2,0-20k,1.1610156808679002
Lincoln MKZ,2019,21697,31590,21467.777777777777,18,4,2-4,20-40k,1.236673590681959
Toyota Tacoma Double Cab,2018,51100,35590,33790.0,28,5,4-6,40-60k,1.7410596561090186
MAZDA CX-,2021,41606,29603,23001.7,140,2,0-2,40-60k,0.9861198126810672
MAZDA MX- Miata RF,2017,43323,25590,25140.0,4,6,4-6,40-60k,0.48009449254136977
Nissan Altima,2020,49535,26498,19293.97340425532,188,3,2-4,40-60k,0.5945901293933122
Ford Transit Connect Passenger Wagon,2022,7781,35990,32490.0,2,1,0-2,0-20k,1.7914982626517246
MINI Hardtop  Door,2022,7529,30590,20638.64864864865,37,1,0-2,0-20k,1.1105770743251941
GMC Terrain,2020,45306,26590,21643.57627118644,59,3,2-4,40-60k,0.6061910088981346
Polestar,2022,3931,50990,50490.0,2,1,0-2,0-20k,3.682946008003198
Toyota Tacoma Access Cab,2019,15270,32990,26430.0,5,4,2-4,0-20k,1.41320871358143
Ram  Crew Cab,2018,43299,34990,42332.857142857145,14,5,4-6,40-60k,1.6654017462949597
Ram  Crew Cab,2020,23312,41590,42332.857142857145,14,3,2-4,20-40k,2.497638754249608
Nissan Kicks,2019,47486,17099,19809.626373626375,91,4,2-4,40-60k,-0.5905910278439208
Ford Fusion,2020,48827,18000,18113.032,125,3,2-4,40-60k,-0.4769780666064757
Tesla Model Y,2020,24550,58590,62750.0,15,3,2-4,20-40k,4.641279532314611
Honda Pilot,2020,21793,37590,25763.433333333334,30,3,2-4,20-40k,1.9932526888225484
Tesla Model Y,2021,30854,63990,62750.0,15,2,0-2,20-40k,5.322200720641142
